timestamp,adjclose,open,close,low,high,volume,
1618234200,233.9933319091797,228.56666564941406,233.9933319091797,227.3633270263672,234.93333435058594,87407100,
1618320600,254.10667419433594,237.56666564941406,254.10667419433594,236.8866729736328,254.3333282470703,133958400,
1618407000,244.07666015625,256.8999938964844,244.07666015625,242.67666625976562,260.2633361816406,147052200,
1618493400,246.28334045410156,247.6999969482422,246.28334045410156,240.43666076660156,247.89666748046875,83546700,
1618579800,246.5933380126953,242.88333129882812,246.5933380126953,241.53334045410156,249.80332946777344,83938500,
1618839000,238.2100067138672,239.86666870117188,238.2100067138672,230.60000610351562,241.8000030517578,119058600,
1618925400,239.663330078125,239.13999938964844,239.663330078125,236.89666748046875,245.75,106827000,
1619011800,248.0399932861328,234.92333984375,248.0399932861328,232.6666717529297,248.27999877929688,93646500,
1619098200,239.89666748046875,247.1666717529297,239.89666748046875,239.34666442871094,251.2566680908203,106770900,
1619184600,243.13333129882812,239.93333435058594,243.13333129882812,238.48666381835938,245.7866668701172,85110000,
1619443800,246.06666564941406,247,246.06666564941406,244.20333862304688,249.76666259765625,93115500,
1619530200,234.913330078125,239.32000732421875,234.913330078125,234.4499969482422,241.3333282470703,88311000,
1619616600,231.46665954589844,232.1366729736328,231.46665954589844,231.1999969482422,236.1666717529297,66813000,
1619703000,225.6666717529297,233.1699981689453,225.6666717529297,222.8333282470703,234.0833282470703,86536200,
1619789400,236.47999572753906,222.52999877929688,236.47999572753906,222.04666137695312,238.49000549316406,122276100,
1620048600,228.3000030517578,234.60000610351562,228.3000030517578,226.8333282470703,235.3333282470703,81129300,
1620135000,224.53334045410156,226.31333923339844,224.53334045410156,219.23333740234375,227.81666564941406,89217900,
1620221400,223.64666748046875,227.02000427246094,223.64666748046875,222.44667053222656,228.43333435058594,65705700,
1620307800,221.17999267578125,226.9199981689453,221.17999267578125,216.6666717529297,227.0066680908203,83353800,
1620394200,224.1233367919922,221.93333435058594,224.1233367919922,220.07333374023438,230,70407600,
1620653400,209.67999267578125,221.63333129882812,209.67999267578125,209.20333862304688,221.68333435058594,94177200,
1620739800,205.73333740234375,199.74667358398438,205.73333740234375,198.53334045410156,209.03334045410156,139511700,
1620826200,196.6300048828125,200.8300018310547,196.6300048828125,195.58999633789062,206.80332946777344,101470800,
1620912600,190.56333923339844,200.51333618164062,190.56333923339844,186.5500030517578,202.15333557128906,132554700,
1620999000,196.5800018310547,194.47000122070312,196.5800018310547,190.15333557128906,197.6233367919922,100112700,
1621258200,192.27667236328125,191.85000610351562,192.27667236328125,187.06666564941406,196.57666015625,97171200,
1621344600,192.6233367919922,189.3333282470703,192.6233367919922,187.7933349609375,198.75,110491800,
1621431000,187.82000732421875,184.18333435058594,187.82000732421875,182.32666015625,188.73666381835938,118735200,
