timestamp,adjclose,open,close,low,high,volume,
1277818200,1.5926669836044312,1.2666670083999634,1.5926669836044312,1.1693329811096191,1.6666669845581055,281494500,
1277904600,1.5886670351028442,1.7193330526351929,1.5886670351028442,1.553333044052124,2.0280001163482666,257806500,
1277991000,1.4639999866485596,1.6666669845581055,1.4639999866485596,1.3513330221176147,1.7280000448226929,123282000,
1278077400,1.2799999713897705,1.5333329439163208,1.2799999713897705,1.24733304977417,1.5399999618530273,77097000,
1278423000,1.0740000009536743,1.3333330154418945,1.0740000009536743,1.0553330183029175,1.3333330154418945,103003500,
1278509400,1.053333044052124,1.0933330059051514,1.053333044052124,0.9986670017242432,1.108667016029358,103825500,
1278595800,1.1640000343322754,1.0759999752044678,1.1640000343322754,1.0379999876022339,1.1679999828338623,115671000,
1278682200,1.159999966621399,1.1720000505447388,1.159999966621399,1.1033329963684082,1.1933330297470093,60759000,
1278941400,1.136667013168335,1.196666955947876,1.136667013168335,1.1333329677581787,1.2046669721603394,33037500,
1279027800,1.2093329429626465,1.1593329906463623,1.2093329429626465,1.1266670227050781,1.2426669597625732,40201500,
1279114200,1.3226670026779175,1.1959999799728394,1.3226670026779175,1.184000015258789,1.3433330059051514,62928000,
1279200600,1.3259999752044678,1.329332947731018,1.3259999752044678,1.2666670083999634,1.4333330392837524,56097000,
1279287000,1.3760000467300415,1.3799999952316284,1.3760000467300415,1.3366669416427612,1.4199999570846558,39319500,
1279546200,1.4606670141220093,1.4246670007705688,1.4606670141220093,1.3946670293807983,1.4833329916000366,37297500,
1279632600,1.3533329963684082,1.4566669464111328,1.3533329963684082,1.3366669416427612,1.4566669464111328,27379500,
1279719000,1.3480000495910645,1.3773330450057983,1.3480000495910645,1.2999999523162842,1.3933329582214355,18787500,
1279805400,1.399999976158142,1.3666670322418213,1.399999976158142,1.3580000400543213,1.4166669845581055,14367000,
1279891800,1.4193329811096191,1.4126670360565186,1.4193329811096191,1.4040000438690186,1.4373329877853394,9804000,
1280151000,1.3966670036315918,1.4333330392837524,1.3966670036315918,1.3533329963684082,1.4333330392837524,13833000,
1280237400,1.3700000047683716,1.3940000534057617,1.3700000047683716,1.3506669998168945,1.4119999408721924,9295500,
1280323800,1.3813329935073853,1.3700000047683716,1.3813329935073853,1.3673330545425415,1.3933329582214355,7008000,
1280410200,1.3566670417785645,1.3846670389175415,1.3566670417785645,1.3333330154418945,1.3919999599456787,9240000,
1280496600,1.329332947731018,1.3466670513153076,1.329332947731018,1.303333044052124,1.3626669645309448,6403500,
1280755800,1.3946670293807983,1.3666670322418213,1.3946670293807983,1.3553329706192017,1.3980000019073486,10771500,
1280842200,1.463333010673523,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,18457500,
1280928600,1.4173330068588257,1.463333010673523,1.4173330068588257,1.3899999856948853,1.4786670207977295,13695000,
1281015000,1.363332986831665,1.4359999895095825,1.363332986831665,1.3366669416427612,1.4366669654846191,11943000,
1281101400,1.305999994277954,1.340000033378601,1.305999994277954,1.301332950592041,1.343999981880188,11128500,
1281360600,1.3066669702529907,1.3266669511795044,1.3066669702529907,1.2966669797897339,1.3320000171661377,12190500,
1281447000,1.2686669826507568,1.309999942779541,1.2686669826507568,1.254667043685913,1.309999942779541,19219500,
1281533400,1.1933330297470093,1.246000051498413,1.1933330297470093,1.190000057220459,1.2586669921875,11964000,
1281619800,1.1733330488204956,1.1866669654846191,1.1733330488204956,1.1593329906463623,1.1933330297470093,10365000,
1281706200,1.2213330268859863,1.2120000123977661,1.2213330268859863,1.1773329973220825,1.2300000190734863,9510000,
1281965400,1.2519999742507935,1.2300000190734863,1.2519999742507935,1.2173329591751099,1.2533329725265503,7287000,
1282051800,1.2766669988632202,1.2640000581741333,1.2766669988632202,1.2519999742507935,1.2933330535888672,6718500,
1282138200,1.2513329982757568,1.305999994277954,1.2513329982757568,1.2400000095367432,1.305999994277954,9019500,
1282224600,1.25266695022583,1.2359999418258667,1.25266695022583,1.222000002861023,1.2833329439163208,8686500,
1282311000,1.273332953453064,1.2433329820632935,1.273332953453064,1.2339999675750732,1.2740000486373901,4440000,
1282570200,1.3420000076293945,1.2726670503616333,1.3420000076293945,1.2666670083999634,1.3593330383300781,16321500,
